,fold,p.adjusted
RFC4,2.78199661122437,1.33259302339478e-15
ASPM,4.14617494424299,1.3695750331501e-15
MICALCL,-2.37981748611929,1.43629710058705e-13
CH25H,-2.44303376786146,2.38172283699753e-10
HOXC10,4.4699159732608,8.75307027513194e-12
NUDT11,2.42425488850881,1.04465945937241e-10
SH2D1B,-2.70084316433882,2.36291336110622e-14
RSPO1,-3.99630774995462,1.67752848049723e-15
TUBB1,-3.56540892931612,2.5459037054281e-15
TSPAN12,-3.31241208373646,1.33259302339478e-15
UGT1A10,4.47136265016259,1.143553722754e-09
C22orf34,-2.09578376787877,2.6266447694111e-12
DLX1,3.52536637020974,1.03679252392929e-13
GIMAP1,-3.00902902749756,1.33259302339478e-15
CKAP2L,4.0518771106235,1.34705187349842e-15
CST5,-4.34162947706859,1.80934080127784e-15
SLCO1B3,2.26051962009873,1.96662634305945e-05
S1PR4,-3.10340157793199,2.86270326319769e-15
NKD1,-2.19938938628811,4.87002826969519e-13
IL16,-2.06619311783596,4.20585465750319e-14
CAPNS2,4.25028129546068,3.54690483926211e-09
GJC2,-2.13352442457634,5.51030897161578e-14
IRX1,-2.69023395126395,9.62763104776433e-08
GDF10,-5.59966451289362,2.36197785889691e-15
SLC26A9,-4.07325416319214,1.13094877207884e-14
LRRC15,2.25954044417498,3.5166167997131e-07
OIP5,3.52678882102905,1.49783641840816e-15
P2RX1,-2.5800341087778,1.90640191349608e-13
RILP,-2.06160361111226,1.43531772562506e-15
NPBWR1,2.68303030769382,7.80316292598209e-13
DENND3,-2.54059759805864,2.95569128796229e-15
CCR1,-2.05820025941642,8.96376477993163e-13
SLC2A1,5.04539914185272,1.33259302339478e-15
ATP2C2,-2.28659966043341,2.09130031104614e-11
LOXHD1,-2.89087092739106,2.5459037054281e-15
HIF3A,-3.04776899902949,9.06714889745331e-12
NLRC4,-3.0892670936523,1.9226833086526e-15
DGKI,2.10184121123833,2.43014052557065e-10
SGCG,-3.79458236073815,7.41828743372528e-13
GZMH,-2.19478157930867,6.45213913265124e-10
SYT15,-4.03777781508091,1.33259302339478e-15
DLX5,4.70612854535262,7.63424441771321e-15
ITIH3,-2.93005926492194,1.67752848049723e-15
COL22A1,2.70569449382664,1.0684739089619e-10
TEKT2,-3.23673118241856,2.26058981646858e-09
SCGB2A1,-2.908594882631,3.90525493480315e-09
CMTM2,-3.06371642947612,2.7805540583367e-13
PLCXD3,-2.41870946418573,6.72077410540988e-11
SLC22A3,-3.25938412053782,2.15688100037071e-14
SKA1,4.02865033752055,1.63015356450099e-15
TTC29,-3.5203144598332,1.52719512681896e-10
LIMS2,-3.2906052563047,1.33259302339478e-15
EGFL7,-2.32519893362736,3.85017436051978e-15
PRSS1,2.41355424815415,1.38690448317619e-05
PROK2,-2.39267743561782,1.8378950661023e-09
SERPINI2,-2.28681660984074,1.71186997468466e-09
FRMD3,-2.87702073058912,1.33259302339478e-15
MSLN,-4.00859217655054,7.20066629178202e-12
CDH8,2.31492093761225,9.17488456000134e-11
FAM92B,-3.54851348548715,2.45552281121851e-09
PSG4,2.79218765514732,2.31609418073334e-11
NKAIN2,3.21501481763807,1.18609845216478e-11
DPP4,-2.19737326446727,9.84328535969316e-13
OSR1,-2.39359088335744,9.18463305902732e-13
CDCA7,3.35740956008959,2.8224475587389e-15
GRAMD2,-2.99942779851218,3.03133175828326e-14
KRT77,2.61108796813782,7.25238253996016e-13
GPBAR1,-2.9663201796714,2.23892279602156e-15
PRUNE2,-2.03278808398592,9.23625907972531e-14
CDH19,-2.61705977366023,1.74086140185482e-11
BTNL9,-4.83783328766487,1.95661838219896e-15
PLA2G4F,-3.21130296103783,5.76855180808689e-14
KIF19,-2.63507562166652,7.48790177585233e-10
MORN5,-4.02291791513747,2.46298314484499e-09
WDFY4,-2.30960674587746,1.01231065048836e-13
FOXJ1,-3.43493129712526,1.52401572836722e-09
GJB1,-3.79968822854247,5.05655866324817e-13
NR4A1,-3.16080210368059,7.59360941928495e-13
AC020907.1,3.82513172525641,4.45519134383807e-15
SPRY4,-2.25939858146926,7.47684340427584e-15
HLA-DQB1,-2.38799614012357,8.55300038433053e-09
UGT1A6,3.89352174356089,7.55720433818402e-08
LYPD1,2.04910773237213,8.86846057851848e-10
ICAM2,-2.80500260425461,1.54906533863419e-15
CDHR4,-3.64365032323919,6.67484808717642e-09
PVRL4,2.60839861460308,2.76457662156132e-14
C6ORF165,-2.49922166597247,9.99562146657441e-08
NLRP12,-2.96530116626623,5.11490442471414e-14
FOS,-2.78900003430324,3.61088075878252e-12
HOPX,-3.42240316611387,2.45253628468208e-15
MMP9,2.35338926699253,1.62258603338809e-09
CGNL1,-3.21519474833749,1.33259302339478e-15
C1orf222,-2.85974743336414,2.81809934264603e-08
FOXD3,2.35033799777862,2.30332375023311e-15
MEX3A,3.37762079530732,1.33259302339478e-15
ZBED2,-2.02837256495266,3.13810049516666e-09
EPPIN,-2.10505457462425,8.83528217109011e-09
C1orf228,-2.29622753608105,8.39624079168208e-14
DACH1,-2.79581589463351,5.09828626952997e-13
RRM2,3.90643161204164,3.69338773060659e-15
C15orf26,-2.69239402076819,3.11941593135118e-13
SIRPD,-2.9817055602885,2.63773071563119e-15
MGP,-2.91940073998455,1.95661838219896e-15
SLC39A8,-3.98260450208517,1.33259302339478e-15
C5orf46,3.35809585973141,2.06095542691606e-11
PTHLH,4.99137956464562,1.86629595557583e-13
CENPI,3.19905212793756,1.33259302339478e-15
OGN,-4.48155578440099,1.33259302339478e-15
ALPK2,2.21612333533726,2.9437359966521e-09
IL3RA,-2.78839258883185,2.36197785889691e-15
KRT16,7.40392891807246,2.95569128796229e-15
MPEG1,-2.03561637031438,1.13283469159889e-12
CTD-2370N5.3,-2.45133255693452,7.69170243073748e-12
CLDN2,-2.01968672012326,1.50160415362656e-07
BMP2,-2.48859160528176,1.40347844082681e-13
WNT3A,-2.58056699497906,6.59029851497058e-10
FOLR1,-5.80188331399547,1.33259302339478e-15
EDN3,-2.09650726714962,5.89564296808061e-11
RHOBTB2,-3.05460682834813,1.45210074542966e-15
EGLN3,2.6627927912658,1.77617546296512e-13
HSPB6,-4.22439116041072,1.33259302339478e-15
TPBG,2.06099615533166,4.16457344077577e-15
KRTAP19-1,3.11957932076435,3.26170274793991e-11
SASH1,-2.13378639076174,1.3695750331501e-15
SERPINB13,5.54843110258133,4.94271534544743e-10
CEP55,4.06837425969425,1.57626086368843e-15
GAB3,-2.06557552756934,3.7622110581795e-15
CD300LF,-3.20857658243099,3.06810027059678e-15
MCM10,4.04155407295054,1.80934080127784e-15
ABCA12,4.59848108166683,1.64563886916464e-15
EPB42,-2.37936863082021,1.33259302339478e-15
KLHDC7A,-2.83693513875217,1.82692379804801e-11
MAGEB2,2.7381677116246,9.12078898860353e-07
C9orf152,-3.54958314572503,1.27369230081538e-12
APOC1,-2.3927994448662,1.39570474308621e-12
FAM107A,-5.93219060389723,1.33259302339478e-15
ADAMTSL3,-3.23631502290078,2.15688100037071e-14
DLGAP5,4.42853693529104,1.47047225225823e-15
IGF2BP1,2.94373222545132,1.16302870876256e-10
ZNF488,2.61487086820007,1.13338052687162e-12
CLEC14A,-3.21579256753293,1.33259302339478e-15
PITX2,4.47288340748144,4.9712544934869e-15
PIGR,-5.53240472346134,1.33259302339478e-15
CYBB,-2.5851972313594,1.83905685587505e-14
NPNT,-2.47520157210792,5.43025303688931e-15
AC008443.1,2.52590926220537,5.50474868489453e-06
CLEC2L,2.65329213225392,1.65343306073337e-06
ORM1,-3.24039843751817,1.10797741049995e-11
CGN,-2.17620065740905,8.787811236038e-14
BMPER,-2.72696992097667,5.22975108171155e-12
KIAA1456,-2.33063303831094,4.04805497368871e-12
NOTCH4,-2.38500006503503,1.99038475731391e-15
LTK,-2.32839847267681,2.90829662477737e-11
SCML4,-2.03691896108842,1.29757125072663e-11
AKAP2,-3.17120331176863,2.23892279602156e-15
SCN8A,2.04690753618275,1.02938590002261e-12
ADHFE1,-2.03599742759012,7.97802162558865e-14
SLC7A11,2.36512074794417,8.3220758325974e-10
SLCO4C1,-2.73810580779993,3.10417276726639e-14
GCOM1,-3.30339384643012,1.00798000498461e-14
ZMYND15,-2.44847633418832,9.6521531603343e-15
AMY1C,-3.75541883702523,4.89318687912392e-10
HOXC8,3.55184286213769,2.61140746192218e-14
MYBPHL,-3.89335492095166,1.69946559641466e-15
LMO7,-2.75340115151756,1.33259302339478e-15
TFAP2A,5.09784775120304,1.33259302339478e-15
SRD5A1,2.32520473212371,2.40019842413019e-15
GLDN,-3.22117758855418,1.69704537890695e-15
SCUBE1,-5.02556713968415,3.1816603410419e-15
INMT,-5.74738497122981,1.33259302339478e-15
BIRC5,4.47262955238028,1.80934080127784e-15
SMCO3,-2.60272539912874,1.7944506122758e-14
RHOJ,-2.79799782018362,1.33259302339478e-15
DNAH7,-2.29652032594112,1.11480360645006e-09
LRRC36,-5.18373204697477,1.47047225225823e-15
ATAD2,2.12241461580342,1.67752848049723e-15
PCDHAC2,-2.76677637078521,1.00798000498461e-14
ALPPL2,-2.57933625022992,1.74778806026956e-12
CEACAM8,-2.8968124887092,7.30447697162951e-13
PZP,-3.19147686042408,3.32665041829333e-14
MMP24,-3.51135730386266,1.33259302339478e-15
GNG7,-2.5417441024659,2.8224475587389e-15
CENPN,2.35799985693957,1.76674556049113e-15
C10orf99,4.90547934540831,2.93833332561129e-10
TTLL9,-2.12025516867403,1.80139528485955e-09
PLCE1,-2.13180478932402,4.64796778165426e-14
CNFN,3.60160921505218,8.59176629531253e-14
RGS20,3.06070655459037,8.46778641762398e-12
CCDC60,-2.37190350852075,1.81774276541367e-06
ORC6,3.52959644833949,1.33259302339478e-15
NR4A2,-2.19682578528929,2.21108107887825e-09
TPPP3,-3.54820201022653,8.44495105474677e-15
GLP2R,-2.41764289772114,1.44581296766263e-13
DSG2,2.07580090714974,4.45519134383807e-15
CABP4,-2.42462460659792,3.45560045315771e-15
ANKRD1,-6.3629488007466,1.63890098655852e-14
NUSAP1,3.43601533922577,1.39159551706711e-15
TRAIP,2.12499858365157,1.33259302339478e-15
SCARF1,-2.52599471804523,2.50295945923263e-15
C9orf84,2.03176651495501,4.43411501597011e-12
CDCA4,2.24000322275955,1.33259302339478e-15
NCF1,-2.02860858685347,6.92300360272932e-13
KANK2,-2.59380130510576,1.33259302339478e-15
KIAA1244,-2.13701748814098,2.76457662156132e-14
RERGL,-3.35246069772142,1.17319577559178e-12
GATA5,-2.74721265999235,2.08207234014084e-12
CCRL2,-2.82719681651669,2.31363604555832e-15
PTPRN2,-2.84704560968253,1.36029759758602e-14
GLRX,-2.11540029537508,3.57008314693582e-14
HIST1H3B,2.60565513328419,4.4937693357578e-12
CDCA3,4.15939814196747,1.33259302339478e-15
PIFO,-3.68397886796189,9.46617474300267e-14
SRGN,-2.16299972899155,1.73698255212663e-13
FAM25B,2.24107801710503,1.36781708900306e-07
ADH1A,-2.78194673048127,8.62606409256755e-14
LDB2,-3.47540740716431,1.33259302339478e-15
RRAD,-3.59858408085616,1.30892454199917e-13
ARHGEF38,-2.6417710837696,6.93371361104441e-14
CD97,-2.67879963549494,1.39159551706711e-15
GDA,3.24906151247369,1.5127770317892e-08
RAD51AP1,2.97365289616981,1.3695750331501e-15
ERVFRD-1,-2.48429219739809,8.57618643362123e-14
GAL3ST1,-2.16116391401721,1.32634701678201e-10
ADAMTS20,2.38839857515265,7.28493994696399e-11
CA1,-2.93588955351426,1.92667711533321e-14
CCDC150,2.42260445865356,2.27558072436334e-15
RAPGEFL1,2.67380887856903,6.06122013230659e-15
SOX2,4.2599863272002,5.99683249867904e-12
SYNE1,-2.99500757254918,1.33259302339478e-15
CCDC34,2.23839131580536,1.33259302339478e-15
PDLIM2,-2.11439932548509,1.5881369081558e-15
DNA2,2.12641517558209,1.43531772562506e-15
WDHD1,2.44938641372464,1.37937695708909e-15
SGMS2,-2.53841216583419,4.54819326538941e-15
AWAT2,-2.25921010827852,1.56183210949243e-12
SULT4A1,2.39231082541177,7.84866892953029e-09
TMEM220,-2.05580854942065,8.60626564281019e-15
TMEM163,-3.2126488199747,1.33259302339478e-15
ACKR4,-3.38194180220909,1.33259302339478e-15
PCDH15,-3.42202827684088,1.10081563575081e-14
FEN1,2.16100211943673,1.90521492811209e-15
STMND1,-3.52716999668765,1.98187648714953e-10
PTPN5,-2.64018849569937,6.555521746913e-12
RAC3,2.2318008310792,2.05595336202125e-14
PPP1R1B,-2.86513550867554,1.76095445988654e-10
BLM,2.30803640783041,1.54906533863419e-15
HMGA1,2.58120064121726,1.47047225225823e-15
DLX6,5.27263815187204,6.79892300439042e-15
ADH7,3.27175368435111,0.000109430485429842
KRT14,6.56934913048338,5.38306562827416e-14
LIFR,-2.70599644313596,2.76457662156132e-14
CLCA4,3.11678540430652,1.74967068774748e-08
NUF2,4.16079192205856,1.34705187349842e-15
TBX18,2.48006282251875,4.22393082479974e-06
SH2D3C,-3.15800514605865,1.33259302339478e-15
GPR39,-2.21946311646383,1.29651852843131e-11
OR7A5,2.66008317827706,2.79455096778551e-10
LEFTY2,-3.70216081509507,7.28515679160362e-15
GSTA2,-3.39490331776679,2.65133486246052e-07
KCNH6,-2.07198760393065,5.59212589789834e-12
FXYD6,-2.00819638770271,1.10794440220463e-11
KIFC1,3.38299441247345,1.39159551706711e-15
C1QB,-2.51120015835387,9.6793166529234e-14
ADAMTS1,-2.05579530390185,2.59347980858952e-10
CDHR1,2.10764765115029,1.0302943656435e-05
RGMA,2.12699906377135,1.79839518760443e-10
FKSG61,2.36114588280134,7.86220237903146e-07
ECE2,3.01519219467785,1.54741960111951e-15
UCN2,3.82365355579732,1.33259302339478e-15
TRIP13,3.71262413085374,1.33259302339478e-15
CLEC10A,-2.48763007820288,1.11103593382703e-13
RASL12,-2.6436160720353,1.9226833086526e-15
NCKAP5,-3.05757545468502,2.6740821936512e-15
TGFBR2,-2.95619623502319,1.33259302339478e-15
PRR11,2.91619917811659,1.78278963937938e-15
TCTE1,-2.9304797115596,1.99343344754557e-09
ECSCR,-3.22319983980298,1.33259302339478e-15
NR4A3,-3.18909451959167,1.06901237822522e-10
FLI1,-2.57639761043198,2.05248185356058e-15
ARHGAP44,-3.37398601187224,1.33259302339478e-15
GNGT1,3.67450552114528,1.6748806578655e-15
NIM1,-2.24425311946575,9.5802125490199e-11
CCNE2,2.25001782451707,2.6740821936512e-15
PREX2,-3.30779974677261,1.9226833086526e-15
ALOX5,-3.0737969515613,4.45519134383807e-15
OCLN,-2.33038316952115,1.33259302339478e-15
FAM180A,-2.0858038162363,2.09268634420771e-10
GJA4,-2.41280326301557,2.91730436286282e-15
NCCRP1,3.2976830497506,9.78873124066531e-11
VIPR1,-3.80060222088327,4.87484116185691e-15
CACNG4,-3.72100448909904,1.0845750457009e-11
CAPN13,-2.09325856561445,7.58445186719187e-09
ADAMTS8,-5.80376966707936,1.33259302339478e-15
ISM2,2.48438937783764,1.5409773035214e-13
TNFSF14,-2.08734479323067,6.61594347090142e-13
MUSTN1,-5.11757127714207,1.3695750331501e-15
MT1M,-3.23360543672534,1.30297280119918e-12
CBLC,3.60719483244647,1.33259302339478e-15
CEACAM4,-2.49777016954023,1.05382591700938e-12
LCE1C,3.10433297879526,1.21880452045023e-09
ADRA1D,-2.19524870676709,3.20436291258058e-10
RETN,-5.65752309797775,2.45253628468208e-15
DLX2,2.79275218328647,1.33259302339478e-15
PLCL1,-2.02243664160133,3.45303404395907e-12
GTSE1,3.85261219521816,1.34705187349842e-15
ZIC1,2.20675518622493,0.00130299780846212
ROS1,-3.90851327548679,1.87839236063658e-14
FAM131C,4.03722031816953,1.33259302339478e-15
B4GALNT4,4.94083381669347,2.8224475587389e-15
LRRN4,-5.10052663848344,1.3695750331501e-15
UBE2T,3.43440459781337,1.33259302339478e-15
CTD-2116N17.1,2.00810191431436,3.84430650356016e-12
